dataset,article,strategy,classification,char_len
allsides,allsides_white_house_l_3,oracle,ok,969
allsides,allsides_white_house_l_3,simple_fewshot_mft,ok,1065
allsides,allsides_white_house_l_3,simple_fewshot,ok,954
allsides,allsides_white_house_l_3,simple,ok,914
allsides,allsides_white_house_l_3,vanilla,ok,1098
allsides,allsides_white_house_l_4,cot_fewshot_mft,ok,1190
allsides,allsides_white_house_l_4,cot_fewshot,format_miss,1265
allsides,allsides_white_house_l_4,cot,ok,1160
allsides,allsides_white_house_l_4,oracle,ok,1164
allsides,allsides_white_house_l_4,simple_fewshot_mft,ok,1362
allsides,allsides_white_house_l_4,simple_fewshot,ok,1032
allsides,allsides_white_house_l_4,simple,ok,1028
allsides,allsides_white_house_l_4,vanilla,ok,1114
allsides,allsides_white_house_l_5,cot_fewshot_mft,ok,1184
allsides,allsides_white_house_l_5,cot_fewshot,ok,1173
allsides,allsides_white_house_l_5,cot,ok,1212
allsides,allsides_white_house_l_5,oracle,refusal,144
allsides,allsides_white_house_l_5,simple_fewshot_mft,ok,1236
allsides,allsides_white_house_l_5,simple_fewshot,ok,1197
allsides,allsides_white_house_l_5,simple,ok,1145
allsides,allsides_white_house_l_5,vanilla,ok,997
allsides,allsides_white_house_r_1,cot_fewshot_mft,ok,1247
allsides,allsides_white_house_r_1,cot_fewshot,format_miss,1158
allsides,allsides_white_house_r_1,cot,ok,1272
allsides,allsides_white_house_r_1,oracle,ok,1098
allsides,allsides_white_house_r_1,simple_fewshot_mft,ok,1291
allsides,allsides_white_house_r_1,simple_fewshot,ok,1075
allsides,allsides_white_house_r_1,simple,ok,966
allsides,allsides_white_house_r_1,vanilla,format_miss,1235
allsides,allsides_white_house_r_2,cot_fewshot_mft,ok,1299
allsides,allsides_white_house_r_2,cot_fewshot,ok,1166
allsides,allsides_white_house_r_2,cot,ok,984
allsides,allsides_white_house_r_2,oracle,ok,1218
allsides,allsides_white_house_r_2,simple_fewshot_mft,ok,1280
allsides,allsides_white_house_r_2,simple_fewshot,ok,951
allsides,allsides_white_house_r_2,simple,ok,1051
allsides,allsides_white_house_r_2,vanilla,format_miss,1084
allsides,allsides_white_house_r_3,cot_fewshot_mft,format_miss,1126
allsides,allsides_white_house_r_3,cot_fewshot,format_miss,1033
allsides,allsides_white_house_r_3,cot,ok,1020
allsides,allsides_white_house_r_3,oracle,refusal,159
allsides,allsides_white_house_r_3,simple_fewshot_mft,ok,832
allsides,allsides_white_house_r_3,simple_fewshot,ok,1073
allsides,allsides_white_house_r_3,simple,ok,939
allsides,allsides_white_house_r_3,vanilla,ok,1143
allsides,allsides_white_house_r_4,cot_fewshot_mft,format_miss,1178
allsides,allsides_white_house_r_4,cot_fewshot,ok,1413
allsides,allsides_white_house_r_4,cot,refusal,111
allsides,allsides_white_house_r_4,oracle,refusal,213
allsides,allsides_white_house_r_4,simple_fewshot_mft,ok,1033
allsides,allsides_white_house_r_4,simple_fewshot,format_miss,922
allsides,allsides_white_house_r_4,simple,refusal,107
allsides,allsides_white_house_r_4,vanilla,ok,1109
allsides,allsides_white_house_r_5,cot_fewshot_mft,ok,1136
allsides,allsides_white_house_r_5,cot_fewshot,ok,1476
allsides,allsides_white_house_r_5,cot,refusal,128
allsides,allsides_white_house_r_5,oracle,refusal,243
allsides,allsides_white_house_r_5,simple_fewshot_mft,ok,908
allsides,allsides_white_house_r_5,simple_fewshot,ok,1063
allsides,allsides_white_house_r_5,simple,refusal,134
allsides,allsides_white_house_r_5,vanilla,ok,1155
basil,basil_0_fox,cot_fewshot_mft,ok,1103
basil,basil_0_fox,cot_fewshot,format_miss,944
basil,basil_0_fox,cot,ok,1075
basil,basil_0_fox,oracle,ok,1059
basil,basil_0_fox,simple_fewshot_mft,ok,1190
basil,basil_0_fox,simple_fewshot,ok,957
basil,basil_0_fox,simple,ok,936
basil,basil_0_fox,vanilla,ok,1141
basil,basil_0_hpo,cot_fewshot_mft,ok,1141
basil,basil_0_hpo,cot_fewshot,ok,1032
basil,basil_0_hpo,cot,format_miss,1069
basil,basil_0_hpo,oracle,ok,1146
basil,basil_0_hpo,simple_fewshot_mft,ok,861
basil,basil_0_hpo,simple_fewshot,ok,910
basil,basil_0_hpo,simple,ok,966
basil,basil_0_hpo,vanilla,ok,1020
basil,basil_0_nyt,cot_fewshot_mft,ok,1103
basil,basil_0_nyt,cot_fewshot,format_miss,1038
basil,basil_0_nyt,cot,refusal,164
basil,basil_0_nyt,oracle,refusal,178
basil,basil_0_nyt,simple_fewshot_mft,ok,1076
basil,basil_0_nyt,simple_fewshot,ok,762
basil,basil_0_nyt,simple,refusal,190
basil,basil_0_nyt,vanilla,ok,1124
basil,basil_10_fox,cot_fewshot_mft,format_miss,1218
basil,basil_10_fox,cot_fewshot,ok,1195
basil,basil_10_fox,cot,ok,1165
basil,basil_10_fox,oracle,ok,1039
basil,basil_10_fox,simple_fewshot_mft,ok,1026
basil,basil_10_fox,simple_fewshot,ok,866
basil,basil_10_fox,simple,ok,992
basil,basil_10_fox,vanilla,ok,985
basil,basil_10_hpo,cot_fewshot_mft,format_miss,1357
basil,basil_10_hpo,cot_fewshot,format_miss,1166
basil,basil_10_hpo,cot,ok,1104
basil,basil_10_hpo,oracle,refusal,221
basil,basil_10_hpo,simple_fewshot_mft,ok,1077
basil,basil_10_hpo,simple_fewshot,ok,1030
basil,basil_10_hpo,simple,format_miss,1035
basil,basil_10_hpo,vanilla,ok,985
basil,basil_10_nyt,cot_fewshot_mft,ok,1263
basil,basil_10_nyt,cot_fewshot,ok,1275
basil,basil_10_nyt,cot,ok,1071
basil,basil_10_nyt,oracle,ok,1331
basil,basil_10_nyt,simple_fewshot_mft,ok,1417
basil,basil_10_nyt,simple_fewshot,ok,841
basil,basil_10_nyt,simple,ok,847
basil,basil_10_nyt,vanilla,ok,1083
basil,basil_15_fox,cot_fewshot_mft,format_miss,1049
basil,basil_15_fox,cot_fewshot,ok,966
basil,basil_15_fox,cot,ok,949
basil,basil_15_fox,oracle,ok,880
basil,basil_15_fox,simple_fewshot_mft,ok,1043
basil,basil_15_fox,simple_fewshot,ok,908
basil,basil_15_fox,simple,ok,1085
basil,basil_15_fox,vanilla,ok,880
basil,basil_15_hpo,cot_fewshot_mft,ok,1020
basil,basil_15_hpo,cot_fewshot,ok,1051
basil,basil_15_hpo,cot,format_miss,864
basil,basil_15_hpo,oracle,refusal,196
basil,basil_15_hpo,simple_fewshot_mft,ok,929
basil,basil_15_hpo,simple_fewshot,ok,916
basil,basil_15_hpo,simple,ok,937
basil,basil_15_hpo,vanilla,ok,1011
basil,basil_15_nyt,cot_fewshot_mft,ok,1025
basil,basil_15_nyt,cot_fewshot,ok,1282
basil,basil_15_nyt,cot,ok,1097
basil,basil_15_nyt,oracle,ok,1087
basil,basil_15_nyt,simple_fewshot_mft,ok,1198
basil,basil_15_nyt,simple_fewshot,no_summary,876
basil,basil_15_nyt,simple,ok,946
basil,basil_15_nyt,vanilla,ok,1101
basil,basil_17_fox,cot_fewshot_mft,ok,1038
basil,basil_17_fox,cot_fewshot,ok,1132
basil,basil_17_fox,cot,refusal,171
basil,basil_17_fox,oracle,refusal,191
basil,basil_17_fox,simple_fewshot_mft,ok,1064
basil,basil_17_fox,simple_fewshot,no_summary,1223
basil,basil_17_fox,simple,refusal,161
basil,basil_17_fox,vanilla,ok,1095
basil,basil_17_hpo,cot_fewshot_mft,format_miss,1143
basil,basil_17_hpo,cot_fewshot,ok,1008
basil,basil_17_hpo,cot,refusal,197
basil,basil_17_hpo,oracle,refusal,197
basil,basil_17_hpo,simple_fewshot_mft,ok,1512
basil,basil_17_hpo,simple_fewshot,ok,899
basil,basil_17_hpo,simple,refusal,186
basil,basil_17_hpo,vanilla,ok,990
basil,basil_17_nyt,cot_fewshot_mft,ok,1151
basil,basil_17_nyt,cot_fewshot,ok,1230
basil,basil_17_nyt,cot,ok,1078
basil,basil_17_nyt,oracle,refusal,188
basil,basil_17_nyt,simple_fewshot_mft,ok,1304
basil,basil_17_nyt,simple_fewshot,ok,928
basil,basil_17_nyt,simple,ok,1161
basil,basil_17_nyt,vanilla,ok,1103
basil,basil_18_fox,cot_fewshot_mft,format_miss,1108
basil,basil_18_fox,cot_fewshot,ok,977
basil,basil_18_fox,cot,refusal,143
basil,basil_18_fox,oracle,refusal,121
basil,basil_18_fox,simple_fewshot_mft,ok,915
basil,basil_18_fox,simple_fewshot,ok,1031
basil,basil_18_fox,simple,refusal,159
basil,basil_18_fox,vanilla,ok,1139
basil,basil_18_hpo,cot_fewshot_mft,ok,1066
basil,basil_18_hpo,cot_fewshot,ok,971
basil,basil_18_hpo,cot,refusal,178
basil,basil_18_hpo,oracle,refusal,119
basil,basil_18_hpo,simple_fewshot_mft,ok,863
basil,basil_18_hpo,simple_fewshot,ok,902
basil,basil_18_hpo,simple,refusal,176
basil,basil_18_hpo,vanilla,ok,797
basil,basil_18_nyt,cot_fewshot_mft,ok,1223
basil,basil_18_nyt,cot_fewshot,format_miss,1108
basil,basil_18_nyt,cot,refusal,162
basil,basil_18_nyt,oracle,refusal,206
basil,basil_18_nyt,simple_fewshot_mft,ok,964
basil,basil_18_nyt,simple_fewshot,ok,1171
basil,basil_18_nyt,simple,refusal,107
basil,basil_18_nyt,vanilla,ok,979
basil,basil_19_fox,cot_fewshot_mft,format_miss,987
basil,basil_19_fox,cot_fewshot,ok,1108
basil,basil_19_fox,cot,refusal,155
basil,basil_19_fox,oracle,refusal,138
basil,basil_19_fox,simple_fewshot_mft,ok,1096
basil,basil_19_fox,simple_fewshot,no_summary,877
basil,basil_19_fox,simple,ok,1001
basil,basil_19_fox,vanilla,ok,853
basil,basil_19_hpo,cot_fewshot_mft,ok,1178
basil,basil_19_hpo,cot_fewshot,ok,959
basil,basil_19_hpo,cot,no_summary,277
basil,basil_19_hpo,oracle,refusal,106
basil,basil_19_hpo,simple_fewshot_mft,ok,1032
basil,basil_19_hpo,simple_fewshot,ok,1182
basil,basil_19_hpo,simple,ok,997
basil,basil_19_hpo,vanilla,ok,880
basil,basil_19_nyt,cot_fewshot_mft,ok,981
basil,basil_19_nyt,cot_fewshot,ok,1034
basil,basil_19_nyt,cot,refusal,155
basil,basil_19_nyt,oracle,refusal,194
basil,basil_19_nyt,simple_fewshot_mft,ok,991
basil,basil_19_nyt,simple_fewshot,ok,1023
basil,basil_19_nyt,simple,ok,1022
basil,basil_19_nyt,vanilla,ok,914
basil,basil_20_fox,cot_fewshot_mft,ok,1178
basil,basil_20_fox,cot_fewshot,ok,1149
basil,basil_20_fox,cot,ok,1283
basil,basil_20_fox,oracle,ok,1219
basil,basil_20_fox,simple_fewshot_mft,ok,1006
basil,basil_20_fox,simple_fewshot,ok,858
basil,basil_20_fox,simple,ok,1116
basil,basil_20_fox,vanilla,ok,995
basil,basil_20_hpo,cot_fewshot_mft,format_miss,1042
basil,basil_20_hpo,cot_fewshot,format_miss,1043
basil,basil_20_hpo,cot,refusal,172
basil,basil_20_hpo,oracle,refusal,222
basil,basil_20_hpo,simple_fewshot_mft,ok,1695
basil,basil_20_hpo,simple_fewshot,ok,814
basil,basil_20_hpo,simple,ok,987
basil,basil_20_hpo,vanilla,ok,1014
basil,basil_20_nyt,cot_fewshot_mft,ok,1319
basil,basil_20_nyt,cot_fewshot,ok,988
basil,basil_20_nyt,cot,ok,1228
basil,basil_20_nyt,oracle,ok,1103
basil,basil_20_nyt,simple_fewshot_mft,ok,1787
basil,basil_20_nyt,simple_fewshot,ok,1216
basil,basil_20_nyt,simple,ok,1084
basil,basil_20_nyt,vanilla,format_miss,1006
basil,basil_22_fox,cot_fewshot_mft,ok,1183
basil,basil_22_fox,cot_fewshot,ok,1172
basil,basil_22_fox,cot,ok,1166
basil,basil_22_fox,oracle,refusal,271
basil,basil_22_fox,simple_fewshot_mft,ok,1211
basil,basil_22_fox,simple_fewshot,ok,1065
basil,basil_22_fox,simple,ok,922
basil,basil_22_fox,vanilla,ok,1177
basil,basil_22_hpo,cot_fewshot_mft,ok,1165
basil,basil_22_hpo,cot_fewshot,ok,1236
basil,basil_22_hpo,cot,ok,1118
basil,basil_22_hpo,oracle,ok,1052
basil,basil_22_hpo,simple_fewshot_mft,ok,1140
basil,basil_22_hpo,simple_fewshot,ok,977
basil,basil_22_hpo,simple,ok,1186
basil,basil_22_hpo,vanilla,ok,1143
basil,basil_22_nyt,cot_fewshot_mft,ok,1437
basil,basil_22_nyt,cot_fewshot,ok,1130
basil,basil_22_nyt,cot,ok,1152
basil,basil_22_nyt,oracle,refusal,263
basil,basil_22_nyt,simple_fewshot_mft,ok,1085
basil,basil_22_nyt,simple_fewshot,ok,1063
basil,basil_22_nyt,simple,ok,912
basil,basil_22_nyt,vanilla,ok,1106
basil,basil_25_fox,cot_fewshot_mft,ok,1147
basil,basil_25_fox,cot_fewshot,format_miss,1083
basil,basil_25_fox,cot,ok,989
basil,basil_25_fox,oracle,ok,992
basil,basil_25_fox,simple_fewshot_mft,ok,1030
basil,basil_25_fox,simple_fewshot,ok,866
basil,basil_25_fox,simple,ok,1037
basil,basil_25_fox,vanilla,ok,861
basil,basil_25_hpo,cot_fewshot_mft,ok,1323
basil,basil_25_hpo,cot_fewshot,ok,1184
basil,basil_25_hpo,cot,ok,984
basil,basil_25_hpo,oracle,ok,1260
basil,basil_25_hpo,simple_fewshot_mft,ok,1297
basil,basil_25_hpo,simple_fewshot,ok,910
basil,basil_25_hpo,simple,format_miss,999
basil,basil_25_hpo,vanilla,ok,972
basil,basil_25_nyt,cot_fewshot_mft,ok,1142
basil,basil_25_nyt,cot_fewshot,ok,1132
basil,basil_25_nyt,cot,ok,1143
basil,basil_25_nyt,oracle,ok,989
basil,basil_25_nyt,simple_fewshot_mft,ok,1390
basil,basil_25_nyt,simple_fewshot,ok,1131
basil,basil_25_nyt,simple,ok,1040
basil,basil_25_nyt,vanilla,ok,1175
basil,basil_27_fox,cot_fewshot_mft,format_miss,1121
basil,basil_27_fox,cot_fewshot,ok,1120
basil,basil_27_fox,cot,refusal,127
basil,basil_27_fox,oracle,refusal,136
basil,basil_27_fox,simple_fewshot_mft,ok,1108
basil,basil_27_fox,simple_fewshot,ok,1039
basil,basil_27_fox,simple,ok,1163
basil,basil_27_fox,vanilla,ok,923
basil,basil_27_hpo,cot_fewshot_mft,ok,1156
basil,basil_27_hpo,cot_fewshot,ok,1341
basil,basil_27_hpo,cot,refusal,111
basil,basil_27_hpo,oracle,refusal,237
basil,basil_27_hpo,simple_fewshot_mft,format_miss,938
basil,basil_27_hpo,simple_fewshot,ok,1021
basil,basil_27_hpo,simple,ok,863
basil,basil_27_hpo,vanilla,ok,927
basil,basil_27_nyt,cot_fewshot_mft,ok,1201
basil,basil_27_nyt,cot_fewshot,ok,994
basil,basil_27_nyt,cot,refusal,128
basil,basil_27_nyt,oracle,refusal,130
basil,basil_27_nyt,simple_fewshot_mft,ok,961
basil,basil_27_nyt,simple_fewshot,ok,1043
basil,basil_27_nyt,simple,ok,1101
basil,basil_27_nyt,vanilla,ok,908
basil,basil_28_fox,cot_fewshot_mft,format_miss,1057
basil,basil_28_fox,cot_fewshot,format_miss,1061
basil,basil_28_fox,cot,ok,1062
basil,basil_28_fox,oracle,ok,1297
basil,basil_28_fox,simple_fewshot_mft,ok,1100
basil,basil_28_fox,simple_fewshot,ok,1100
basil,basil_28_fox,simple,ok,986
basil,basil_28_fox,vanilla,format_miss,1012
basil,basil_28_hpo,cot_fewshot_mft,ok,1094
basil,basil_28_hpo,cot_fewshot,ok,1171
basil,basil_28_hpo,cot,ok,1066
basil,basil_28_hpo,oracle,ok,1193
basil,basil_28_hpo,simple_fewshot_mft,ok,1188
basil,basil_28_hpo,simple_fewshot,ok,900
basil,basil_28_hpo,simple,ok,1153
basil,basil_28_hpo,vanilla,ok,955
basil,basil_28_nyt,cot_fewshot_mft,ok,1075
basil,basil_28_nyt,cot_fewshot,format_miss,982
basil,basil_28_nyt,cot,refusal,129
basil,basil_28_nyt,oracle,refusal,192
basil,basil_28_nyt,simple_fewshot_mft,ok,1023
basil,basil_28_nyt,simple_fewshot,format_miss,1087
basil,basil_28_nyt,simple,ok,944
basil,basil_28_nyt,vanilla,ok,961
basil,basil_30_fox,cot_fewshot_mft,ok,1230
basil,basil_30_fox,cot_fewshot,ok,1253
basil,basil_30_fox,cot,ok,972
basil,basil_30_fox,oracle,ok,1182
basil,basil_30_fox,simple_fewshot_mft,ok,1347
basil,basil_30_fox,simple_fewshot,ok,978
basil,basil_30_fox,simple,ok,1107
basil,basil_30_fox,vanilla,ok,1009
basil,basil_30_hpo,cot_fewshot_mft,ok,1234
basil,basil_30_hpo,cot_fewshot,ok,1470
basil,basil_30_hpo,cot,ok,1243
basil,basil_30_hpo,oracle,ok,1060
basil,basil_30_hpo,simple_fewshot_mft,ok,1190
basil,basil_30_hpo,simple_fewshot,ok,1250
basil,basil_30_hpo,simple,ok,1100
basil,basil_30_hpo,vanilla,ok,1094
basil,basil_30_nyt,cot_fewshot_mft,format_miss,1252
basil,basil_30_nyt,cot_fewshot,format_miss,1154
basil,basil_30_nyt,cot,ok,1132
basil,basil_30_nyt,oracle,ok,1268
basil,basil_30_nyt,simple_fewshot_mft,ok,1029
basil,basil_30_nyt,simple_fewshot,ok,1251
basil,basil_30_nyt,simple,ok,1174
basil,basil_30_nyt,vanilla,ok,1049
basil,basil_34_fox,cot_fewshot_mft,ok,1187
basil,basil_34_fox,cot_fewshot,format_miss,1123
basil,basil_34_fox,cot,refusal,108
basil,basil_34_fox,oracle,refusal,108
basil,basil_34_fox,simple_fewshot_mft,format_miss,1363
basil,basil_34_fox,simple_fewshot,ok,958
basil,basil_34_fox,simple,ok,820
basil,basil_34_fox,vanilla,ok,1173
basil,basil_34_hpo,cot_fewshot_mft,format_miss,1253
basil,basil_34_hpo,cot_fewshot,ok,1454
basil,basil_34_hpo,cot,refusal,141
basil,basil_34_hpo,oracle,refusal,195
basil,basil_34_hpo,simple_fewshot_mft,ok,1338
basil,basil_34_hpo,simple_fewshot,ok,921
basil,basil_34_hpo,simple,format_miss,1111
basil,basil_34_hpo,vanilla,ok,996
basil,basil_34_nyt,cot_fewshot_mft,format_miss,1213
basil,basil_34_nyt,cot_fewshot,format_miss,1096
basil,basil_34_nyt,cot,refusal,146
basil,basil_34_nyt,oracle,ok,1219
basil,basil_34_nyt,simple_fewshot_mft,ok,1429
basil,basil_34_nyt,simple_fewshot,ok,987
basil,basil_34_nyt,simple,ok,913
basil,basil_34_nyt,vanilla,ok,1013
basil,basil_35_fox,cot_fewshot_mft,ok,1348
basil,basil_35_fox,cot_fewshot,ok,1102
basil,basil_35_fox,cot,refusal,199
basil,basil_35_fox,oracle,ok,1217
basil,basil_35_fox,simple_fewshot_mft,ok,1054
basil,basil_35_fox,simple_fewshot,ok,956
basil,basil_35_fox,simple,ok,1053
basil,basil_35_fox,vanilla,ok,1140
basil,basil_35_hpo,cot_fewshot_mft,format_miss,1233
basil,basil_35_hpo,cot_fewshot,format_miss,1015
basil,basil_35_hpo,cot,ok,1066
basil,basil_35_hpo,oracle,ok,1079
basil,basil_35_hpo,simple_fewshot_mft,ok,1592
basil,basil_35_hpo,simple_fewshot,ok,946
basil,basil_35_hpo,simple,ok,986
basil,basil_35_hpo,vanilla,ok,1076
basil,basil_35_nyt,cot_fewshot_mft,ok,1190
basil,basil_35_nyt,cot_fewshot,ok,1182
basil,basil_35_nyt,cot,ok,1084
basil,basil_35_nyt,oracle,ok,1312
basil,basil_35_nyt,simple_fewshot_mft,ok,1134
basil,basil_35_nyt,simple_fewshot,ok,1233
basil,basil_35_nyt,simple,ok,1054
basil,basil_35_nyt,vanilla,format_miss,1163
basil,basil_38_fox,cot_fewshot_mft,ok,1108
basil,basil_38_fox,cot_fewshot,ok,1138
basil,basil_38_fox,cot,refusal,140
basil,basil_38_fox,oracle,refusal,114
basil,basil_38_fox,simple_fewshot_mft,format_miss,1029
basil,basil_38_fox,simple_fewshot,ok,969
basil,basil_38_fox,simple,ok,1096
basil,basil_38_fox,vanilla,ok,1044
basil,basil_38_hpo,cot_fewshot_mft,ok,1127
basil,basil_38_hpo,cot_fewshot,ok,1227
basil,basil_38_hpo,cot,ok,1279
basil,basil_38_hpo,oracle,ok,1228
basil,basil_38_hpo,simple_fewshot_mft,ok,1041
basil,basil_38_hpo,simple_fewshot,ok,1056
basil,basil_38_hpo,simple,ok,1150
basil,basil_38_hpo,vanilla,ok,893
basil,basil_38_nyt,cot_fewshot_mft,ok,1169
basil,basil_38_nyt,cot_fewshot,ok,1192
basil,basil_38_nyt,cot,format_miss,1050
basil,basil_38_nyt,oracle,ok,1073
basil,basil_38_nyt,simple_fewshot_mft,ok,1255
basil,basil_38_nyt,simple_fewshot,ok,1240
basil,basil_38_nyt,simple,ok,1125
basil,basil_38_nyt,vanilla,format_miss,960
basil,basil_39_fox,cot_fewshot_mft,ok,1215
basil,basil_39_fox,cot_fewshot,ok,1079
basil,basil_39_fox,cot,ok,1004
basil,basil_39_fox,oracle,refusal,208
basil,basil_39_fox,simple_fewshot_mft,ok,971
basil,basil_39_fox,simple_fewshot,ok,970
basil,basil_39_fox,simple,ok,1085
basil,basil_39_fox,vanilla,ok,970
basil,basil_39_hpo,cot_fewshot_mft,ok,1016
basil,basil_39_hpo,cot_fewshot,ok,978
basil,basil_39_hpo,cot,refusal,146
basil,basil_39_hpo,oracle,refusal,132
basil,basil_39_hpo,simple_fewshot_mft,ok,1130
basil,basil_39_hpo,simple_fewshot,ok,882
basil,basil_39_hpo,simple,ok,754
basil,basil_39_hpo,vanilla,ok,776
basil,basil_39_nyt,cot_fewshot_mft,ok,1128
basil,basil_39_nyt,cot_fewshot,ok,1188
basil,basil_39_nyt,cot,ok,948
basil,basil_39_nyt,oracle,ok,986
basil,basil_39_nyt,simple_fewshot_mft,ok,978
basil,basil_39_nyt,simple_fewshot,no_summary,893
basil,basil_39_nyt,simple,ok,1198
basil,basil_39_nyt,vanilla,ok,818
basil,basil_3_fox,cot_fewshot_mft,ok,1151
basil,basil_3_fox,cot_fewshot,ok,1143
basil,basil_3_fox,cot,ok,901
basil,basil_3_fox,oracle,refusal,156
basil,basil_3_fox,simple_fewshot_mft,ok,984
basil,basil_3_fox,simple_fewshot,ok,880
basil,basil_3_fox,simple,ok,828
basil,basil_3_fox,vanilla,ok,776
basil,basil_3_hpo,cot_fewshot_mft,ok,1265
basil,basil_3_hpo,cot_fewshot,ok,1099
basil,basil_3_hpo,cot,ok,948
basil,basil_3_hpo,oracle,refusal,169
basil,basil_3_hpo,simple_fewshot_mft,ok,1198
basil,basil_3_hpo,simple_fewshot,ok,1028
basil,basil_3_hpo,simple,ok,1032
basil,basil_3_hpo,vanilla,format_miss,1009
basil,basil_3_nyt,cot_fewshot_mft,ok,966
basil,basil_3_nyt,cot_fewshot,format_miss,1030
basil,basil_3_nyt,cot,ok,988
basil,basil_3_nyt,oracle,ok,882
basil,basil_3_nyt,simple_fewshot_mft,ok,1186
basil,basil_3_nyt,simple_fewshot,ok,793
basil,basil_3_nyt,simple,ok,1003
basil,basil_3_nyt,vanilla,ok,1065
basil,basil_42_fox,cot_fewshot_mft,ok,1358
basil,basil_42_fox,cot_fewshot,ok,1241
basil,basil_42_fox,cot,ok,1149
basil,basil_42_fox,oracle,ok,976
basil,basil_42_fox,simple_fewshot_mft,ok,1070
basil,basil_42_fox,simple_fewshot,no_summary,1050
basil,basil_42_fox,simple,ok,1145
basil,basil_42_fox,vanilla,ok,1047
basil,basil_42_hpo,cot_fewshot_mft,ok,1142
basil,basil_42_hpo,cot_fewshot,ok,1167
basil,basil_42_hpo,cot,ok,946
basil,basil_42_hpo,oracle,refusal,122
basil,basil_42_hpo,simple_fewshot_mft,ok,1169
basil,basil_42_hpo,simple_fewshot,ok,991
basil,basil_42_hpo,simple,ok,1191
basil,basil_42_hpo,vanilla,ok,1116
basil,basil_42_nyt,cot_fewshot_mft,format_miss,1134
basil,basil_42_nyt,cot_fewshot,ok,1359
basil,basil_42_nyt,cot,ok,1021
basil,basil_42_nyt,oracle,refusal,185
basil,basil_42_nyt,simple_fewshot_mft,ok,1041
basil,basil_42_nyt,simple_fewshot,no_summary,1031
basil,basil_42_nyt,simple,ok,1107
basil,basil_42_nyt,vanilla,ok,868
basil,basil_43_fox,cot_fewshot_mft,ok,1116
basil,basil_43_fox,cot_fewshot,format_miss,1169
basil,basil_43_fox,cot,refusal,125
basil,basil_43_fox,oracle,refusal,174
basil,basil_43_fox,simple_fewshot_mft,ok,979
basil,basil_43_fox,simple_fewshot,ok,982
basil,basil_43_fox,simple,ok,1012
basil,basil_43_fox,vanilla,ok,1044
basil,basil_43_hpo,cot_fewshot_mft,ok,1227
basil,basil_43_hpo,cot_fewshot,ok,3007
basil,basil_43_hpo,cot,ok,1064
basil,basil_43_hpo,oracle,refusal,171
basil,basil_43_hpo,simple_fewshot_mft,ok,1105
basil,basil_43_hpo,simple_fewshot,ok,1066
basil,basil_43_hpo,simple,ok,1039
basil,basil_43_hpo,vanilla,ok,908
basil,basil_43_nyt,cot_fewshot_mft,ok,985
basil,basil_43_nyt,cot_fewshot,ok,1140
basil,basil_43_nyt,cot,ok,1007
basil,basil_43_nyt,oracle,refusal,180
basil,basil_43_nyt,simple_fewshot_mft,ok,990
basil,basil_43_nyt,simple_fewshot,ok,932
basil,basil_43_nyt,simple,ok,1112
basil,basil_43_nyt,vanilla,format_miss,1002
basil,basil_44_fox,cot_fewshot_mft,format_miss,1268
basil,basil_44_fox,cot_fewshot,ok,1775
basil,basil_44_fox,cot,ok,1030
basil,basil_44_fox,oracle,refusal,134
basil,basil_44_fox,simple_fewshot_mft,ok,1082
basil,basil_44_fox,simple_fewshot,ok,1019
basil,basil_44_fox,simple,ok,939
basil,basil_44_fox,vanilla,ok,1110
basil,basil_44_hpo,cot_fewshot_mft,ok,1006
basil,basil_44_hpo,cot_fewshot,format_miss,883
basil,basil_44_hpo,cot,refusal,174
basil,basil_44_hpo,oracle,refusal,170
basil,basil_44_hpo,simple_fewshot_mft,ok,1086
basil,basil_44_hpo,simple_fewshot,no_summary,1025
basil,basil_44_hpo,simple,format_miss,964
basil,basil_44_hpo,vanilla,format_miss,837
basil,basil_44_nyt,cot_fewshot_mft,ok,1174
basil,basil_44_nyt,cot_fewshot,format_miss,973
basil,basil_44_nyt,cot,ok,1024
basil,basil_44_nyt,oracle,ok,964
basil,basil_44_nyt,simple_fewshot_mft,ok,1040
basil,basil_44_nyt,simple_fewshot,no_summary,1037
basil,basil_44_nyt,simple,format_miss,1174
basil,basil_44_nyt,vanilla,ok,1092
basil,basil_48_fox,cot_fewshot_mft,ok,1362
basil,basil_48_fox,cot_fewshot,ok,1041
basil,basil_48_fox,cot,ok,937
basil,basil_48_fox,oracle,refusal,197
basil,basil_48_fox,simple_fewshot_mft,ok,976
basil,basil_48_fox,simple_fewshot,ok,912
basil,basil_48_fox,simple,ok,1042
basil,basil_48_fox,vanilla,ok,746
basil,basil_48_hpo,cot_fewshot_mft,ok,983
basil,basil_48_hpo,cot_fewshot,ok,948
basil,basil_48_hpo,cot,refusal,113
basil,basil_48_hpo,oracle,refusal,112
basil,basil_48_hpo,simple_fewshot_mft,ok,1407
basil,basil_48_hpo,simple_fewshot,ok,861
basil,basil_48_hpo,simple,ok,863
basil,basil_48_hpo,vanilla,ok,944
basil,basil_48_nyt,cot_fewshot_mft,ok,1099
basil,basil_48_nyt,cot_fewshot,format_miss,1071
basil,basil_48_nyt,cot,format_miss,1021
basil,basil_48_nyt,oracle,ok,997
basil,basil_48_nyt,simple_fewshot_mft,ok,1137
basil,basil_48_nyt,simple_fewshot,ok,987
basil,basil_48_nyt,simple,ok,1125
basil,basil_48_nyt,vanilla,ok,1074
